Date;Hour;Benceno (µg/m3);M-P-XILENO (µg/m3);Tolueno (µg/m3);D.vien (grados);V.vien (m/s)
15/07/2017;21:00;0,32;0,29;0,26;68;0,22
15/07/2017;20:00;0,26;0,19;0,16;5;0,33
15/07/2017;19:00;0,34;0,2;0,18;20;1,12
15/07/2017;18:00;0,28;0,26;0,16;13;2,17
15/07/2017;17:00;0,53;0,35;0,23;11;2,17
15/07/2017;16:00;0,46;0,39;0,23;357;1,63
15/07/2017;15:00;0,42;0,35;0,25;4;2,01
15/07/2017;14:00;0,26;0,19;0,18;16;2,54
15/07/2017;13:00;0,34;0,19;0,21;5;2,34
15/07/2017;12:00;0,35;0,19;0,22;19;2,28
15/07/2017;11:00;0,43;0,38;0,34;23;2,12
15/07/2017;10:00;0,4;0,35;0,29;22;2,02
15/07/2017;09:00;0,33;0,34;0,39;17;1,16
15/07/2017;08:00;0,34;0,71;0,94;23;0,57
15/07/2017;07:00;0,38;0,84;1,33;89;0,35
15/07/2017;06:00;0,47;0,73;1,33;141;0,44
15/07/2017;05:00;0,37;0,46;0,77;139;0,45
15/07/2017;04:00;0,25;0,37;0,31;116;0,38
15/07/2017;03:00;0,25;0,36;0,29;66;0,35
15/07/2017;02:00;0,32;0,58;0,65;41;0,46
15/07/2017;01:00;0,43;0,86;1,43;71;0,37
14/07/2017;24:00;0,42;0,68;1,07;118;0,43
14/07/2017;23:00;0,43;0,76;1,11;120;0,38
14/07/2017;22:00;0,75;0,37;0,75;103;0,4
14/07/2017;21:00;1,13;0,26;0,47;52;0,39
14/07/2017;20:00;0,55;0,4;0,35;13;0,82
14/07/2017;19:00;0,4;0,43;0,36;32;1,49
14/07/2017;18:00;0,46;0,4;0,33;21;2,29
14/07/2017;17:00;0,65;0,35;0,32;22;2,14
14/07/2017;16:00;0,72;0,39;0,29;15;2,11
14/07/2017;15:00;0,72;0,38;0,38;15;1,83
14/07/2017;14:00;0,8;0,51;0,45;12;1,6
14/07/2017;13:00;0,66;0,45;0,3;21;1,45
14/07/2017;12:00;0,39;0,4;0,34;23;1,94
14/07/2017;11:00;0,66;0,51;0,46;23;1,81
14/07/2017;10:00;0,97;0,68;0,59;10;1,33
14/07/2017;09:00;1,33;0,81;1,08;330;0,72
14/07/2017;08:00;1,02;0,79;0,97;333;0,29
14/07/2017;07:00;0,68;0,79;1,34;154;0,18
14/07/2017;06:00;0,52;0,61;0,74;146;0,16
14/07/2017;05:00;0,83;0,62;0,76;137;0,36
14/07/2017;04:00;0,41;0,5;0,59;72;0,05
14/07/2017;03:00;0,37;0,51;0,65;142;0,1
14/07/2017;02:00;0,5;0,63;0,78;205;0,11
14/07/2017;01:00;1,05;0,99;1,07;224;0,15
13/07/2017;24:00;1,29;1,15;1,15;311;0,51
13/07/2017;23:00;0,94;0,94;1,11;318;0,89
13/07/2017;22:00;0,81;0,79;1,15;304;0,35
13/07/2017;21:00;0,53;0,63;0,79;297;0,16
13/07/2017;20:00;0,67;0,64;0,72;129;0,29
13/07/2017;19:00;0,82;0,68;1,04;329;0,87
13/07/2017;18:00;0,77;0,64;0,76;338;0,84
13/07/2017;17:00;0,85;0,87;0,94;330;1,42
13/07/2017;16:00;0,92;1,05;1,04;333;1,67
13/07/2017;15:00;0,78;0,65;0,47;327;2,17
13/07/2017;14:00;0,68;0,62;0,41;325;1,99
13/07/2017;13:00;0,83;0,69;0,59;329;1,14
13/07/2017;12:00;0,58;0,75;0,71;327;1,73
13/07/2017;11:00;0,64;1;0,96;11;0,66
13/07/2017;10:00;1,13;1,49;1,81;353;0,35
13/07/2017;09:00;0,79;1,3;1,93;333;0,23
13/07/2017;08:00;0,55;0,61;0,72;218;0,34
13/07/2017;07:00;0,77;0,87;1,09;224;0,33
13/07/2017;06:00;0,62;0,71;0,91;53;0,15
13/07/2017;05:00;0,51;0,51;0,66;123;0,4
13/07/2017;04:00;0,35;0,39;0,45;144;0,41
13/07/2017;03:00;0,31;0,39;0,45;158;0,37
13/07/2017;02:00;0,33;0,54;0,73;187;0,39
13/07/2017;01:00;0,33;0,41;0,53;107;0,36
12/07/2017;24:00;0,33;0,56;0,61;174;0,37
12/07/2017;23:00;0,35;0,69;0,59;160;0,34
12/07/2017;22:00;0,42;0,65;0,85;145;0,43
12/07/2017;21:00;0,33;0,43;0,43;16;0,18
12/07/2017;20:00;0,48;0,69;0,57;356;0,15
12/07/2017;19:00;0,51;0,54;0,51;356;0,32
12/07/2017;18:00;0,74;0,66;0,53;360;0,44
12/07/2017;17:00;0,98;0,67;0,52;336;0,96
12/07/2017;16:00;0,81;0,56;0,5;331;1,52
12/07/2017;15:00;0,73;0,52;0,57;328;2,03
12/07/2017;14:00;0,59;0,5;0,6;325;3,09
12/07/2017;13:00;1,75;1,76;1,75;328;2,98
12/07/2017;12:00;2,86;2,3;2,73;328;2,48
12/07/2017;11:00;0,83;2,17;4,31;343;1,08
12/07/2017;10:00;0,24;0,31;0,59;210;0,28
12/07/2017;09:00;0,36;1,37;2,05;198;0,42
12/07/2017;08:00;1,59;8,61;9,11;109;0,26
12/07/2017;07:00;0,65;1,45;2,67;87;0,36
12/07/2017;06:00;0,96;1,99;3,57;125;0,31
12/07/2017;05:00;0,73;2,55;4,99;129;0,33
12/07/2017;04:00;0,87;3,03;5,47;111;0,35
12/07/2017;03:00;0,99;2,67;4,57;114;0,38
12/07/2017;02:00;0,73;2,12;3,73;130;0,4
12/07/2017;01:00;0,58;1,6;2,63;131;0,43
11/07/2017;24:00;0,65;1,19;1,95;134;0,43
11/07/2017;23:00;0,76;1,09;1,68;139;0,37
11/07/2017;22:00;0,77;1,02;1,36;142;0,37
11/07/2017;21:00;0,85;1,01;1,04;124;0,24
11/07/2017;20:00;1,42;1,24;1,05;285;0,36
11/07/2017;19:00;1,97;2,03;1,73;316;0,37
11/07/2017;18:00;1,56;1,34;1,04;324;1,26
11/07/2017;17:00;1,59;1,62;1,2;330;1,45
11/07/2017;16:00;1,48;1,89;1,24;327;2,78
11/07/2017;15:00;1,56;2,19;1,47;325;2,86
11/07/2017;14:00;1,83;2,43;1,61;326;2,51
11/07/2017;13:00;1,76;1,98;1,49;327;2,89
11/07/2017;12:00;1,53;1,99;1,57;327;2,05
11/07/2017;11:00;1,64;2,48;2,45;327;2,03
11/07/2017;10:00;1,7;3,73;4,24;325;1,44
11/07/2017;09:00;0,86;3,34;5,44;340;0,43
11/07/2017;08:00;0,79;2,42;4,22;74;0,35
11/07/2017;07:00;0,71;1,44;3;97;0,39
11/07/2017;06:00;0,47;0,86;1,76;108;0,39
11/07/2017;05:00;0,33;0,47;0,53;123;0,35
11/07/2017;04:00;0,5;0,76;1,38;147;0,44
11/07/2017;03:00;0,48;0,63;1,34;124;0,27
11/07/2017;02:00;0,34;0,43;0,36;146;0,35
11/07/2017;01:00;0,33;0,38;0,38;154;0,39
10/07/2017;24:00;0,31;0,38;0,35;153;0,41
10/07/2017;23:00;0,33;0,38;0,29;153;0,32
10/07/2017;22:00;0,65;0,4;0,42;97;0,21
10/07/2017;21:00;0,77;0,4;0,47;335;0,91
10/07/2017;20:00;1,37;0,37;0,74;338;1,19
10/07/2017;19:00;0,91;0,28;0,55;334;2,33
10/07/2017;18:00;1,18;0,63;0,89;336;2,37
10/07/2017;17:00;1,14;0,56;0,82;330;3,71
10/07/2017;16:00;1,15;0,53;0,83;332;3,63
10/07/2017;15:00;0,94;0,45;0,47;333;3,57
10/07/2017;14:00;0,8;0,35;0,33;338;2,91
10/07/2017;13:00;0,87;0,35;0,35;334;2,63
10/07/2017;12:00;1,02;0,46;0,49;332;3,08
10/07/2017;11:00;0,97;0,5;0,53;335;2,59
10/07/2017;10:00;0,64;0,82;0,92;336;1,56
10/07/2017;09:00;0,48;0,75;1,28;300;0,53
10/07/2017;08:00;0,64;1,22;1,82;243;0,42
10/07/2017;07:00;0,4;0,49;0,76;225;0,43
10/07/2017;06:00;0,33;0,38;0,38;234;0,41
10/07/2017;05:00;0,41;0,38;0,34;225;0,42
10/07/2017;04:00;0,47;0,37;0,32;227;0,4
10/07/2017;03:00;0,59;0,37;0,35;223;0,36
10/07/2017;02:00;0,73;0,39;0,29;147;0,29
10/07/2017;01:00;0,65;0,42;0,4;129;0,16
09/07/2017;24:00;0,7;0,59;0,64;130;0,12
09/07/2017;23:00;1,06;0,77;0,81;272;0,5
09/07/2017;22:00;0,98;0,65;0,82;276;0,32
09/07/2017;21:00;1,35;0,76;1,02;277;0,62
09/07/2017;20:00;1,89;0,82;1,22;323;1,89
09/07/2017;19:00;1,59;0,53;0,72;325;2,28
09/07/2017;18:00;1,36;0,38;0,54;329;2,38
09/07/2017;17:00;1,03;0,43;0,34;331;3,4
09/07/2017;16:00;1,05;0,41;0,33;331;3,49
09/07/2017;15:00;1,1;0,43;0,37;328;3,31
09/07/2017;14:00;1,08;0,43;0,36;332;3,25
09/07/2017;13:00;0,87;0,46;0,33;330;3,17
09/07/2017;12:00;2,14;0,91;0,86;330;3,04
09/07/2017;11:00;2;0,77;0,8;322;2,59
09/07/2017;10:00;1,55;0,41;0,5;332;1,03
09/07/2017;09:00;1,89;0,5;0,72;333;0,63
09/07/2017;08:00;0,66;0,49;0,79;333;1,09
09/07/2017;07:00;0,33;0,35;0,57;48;0,35
09/07/2017;06:00;0,39;0,35;0,43;279;0,36
09/07/2017;05:00;0,34;0,39;0,39;251;0,26
09/07/2017;04:00;0,45;0,39;0,52;256;0,65
09/07/2017;03:00;0,41;0,4;0,56;248;0,14
09/07/2017;02:00;0,31;0,4;0,48;259;0,29
09/07/2017;01:00;0,51;0,62;0,92;254;0,38
08/07/2017;24:00;0,54;0,6;0,96;159;0,28
08/07/2017;23:00;0,62;0,56;0,86;163;0,34
08/07/2017;22:00;0,5;0,48;0,45;141;0,23
08/07/2017;21:00;0,65;0,86;1;87;0,31
08/07/2017;20:00;0,83;1;0,85;268;0,52
08/07/2017;19:00;1,49;0,79;0,92;274;1,13
08/07/2017;18:00;1,53;0,54;0,69;293;1,06
08/07/2017;17:00;1,28;0,43;0,43;329;3,63
08/07/2017;16:00;1,08;0,39;0,33;331;3,7
08/07/2017;15:00;1,17;0,4;0,37;328;3,64
08/07/2017;14:00;1,04;0,45;0,37;327;3,33
08/07/2017;13:00;0,97;0,35;0,34;328;3,77
08/07/2017;12:00;1,06;0,4;0,38;331;3,18
08/07/2017;11:00;1,35;0,67;0,66;332;2,9
08/07/2017;10:00;0,84;0,45;0,52;329;2
08/07/2017;09:00;0,88;0,72;0,67;327;0,37
08/07/2017;08:00;1,44;1,13;1,17;309;0,35
08/07/2017;07:00;0,83;0,42;0,57;331;1,61
08/07/2017;06:00;0,88;0,59;0,62;337;0,74
08/07/2017;05:00;1,02;0,57;0,47;296;0,29
08/07/2017;04:00;0,61;0,39;0,35;333;0,98
08/07/2017;03:00;0,5;0,4;0,31;3;0,29
08/07/2017;02:00;0,32;0,32;0,24;320;0,23
08/07/2017;01:00;0,43;0,34;0,27;45;0,16
07/07/2017;24:00;0,69;0,45;0,37;65;0,08
07/07/2017;23:00;0,47;0,44;0,32;337;0,35
07/07/2017;22:00;0,54;0,41;0,35;350;0,29
07/07/2017;21:00;0,81;0,54;0,44;347;0,53
07/07/2017;20:00;0,93;0,56;0,47;335;1,47
07/07/2017;19:00;0,88;0,59;0,44;336;1,49
07/07/2017;18:00;0,89;0,65;0,47;335;1,23
07/07/2017;17:00;1,24;0,99;0,73;332;2,14
07/07/2017;16:00;1,96;1,38;1,07;323;2,82
07/07/2017;15:00;1,79;1,23;0,92;329;2,19
07/07/2017;14:00;1,48;1,07;0,82;327;2,66
07/07/2017;13:00;1,13;0,8;0,61;326;1,02
07/07/2017;12:00;1,08;0,63;0,54;326;2,12
07/07/2017;11:00;1,38;0,63;0,67;331;1,73
07/07/2017;10:00;1,36;0,63;0,64;330;3,04
07/07/2017;09:00;1,74;0,79;0,9;333;2,24
07/07/2017;08:00;1,49;1,04;1,33;339;1,68
07/07/2017;07:00;0,84;1,44;1,64;70;0,37
07/07/2017;06:00;1,23;2,11;2,27;88;0,37
07/07/2017;05:00;2,39;4,56;5,02;328;0,56
07/07/2017;04:00;1,55;3,71;4,68;76;0,3
07/07/2017;03:00;1,33;3,37;4,52;104;0,21
07/07/2017;02:00;1,5;3,03;4,04;115;0,37
07/07/2017;01:00;1,15;2,01;2,48;127;0,42
06/07/2017;24:00;1,25;2,05;2,62;126;0,37
06/07/2017;23:00;0,88;1,34;2,2;347;0,16
06/07/2017;22:00;0,67;0,84;1,02;113;0,58
06/07/2017;21:00;1,19;0,96;0,9;141;0,21
06/07/2017;20:00;1,92;1,47;1,36;319;1,21
06/07/2017;19:00;1,74;1,37;1,4;332;0,58
06/07/2017;18:00;1,64;1,12;1,17;324;0,62
06/07/2017;17:00;1,72;1,07;1,01;336;0,34
06/07/2017;16:00;1,68;0,99;0,91;326;0,52
06/07/2017;15:00;1,54;0,89;0,9;324;2,05
06/07/2017;14:00;1,09;0,79;0,67;323;1,46
06/07/2017;13:00;1,62;1,04;1,03;329;2,12
06/07/2017;12:00;1,7;1,5;1,34;324;2,66
06/07/2017;11:00;1,41;1,87;1,68;327;2,38
06/07/2017;10:00;0,79;1,81;2,19;321;1,4
06/07/2017;09:00;1,07;2,32;2,73;27;0,41
06/07/2017;08:00;1,93;3,07;4,11;11;0,3
06/07/2017;07:00;1,06;1,9;3,15;55;0,29
06/07/2017;06:00;0,75;1,17;2,12;138;0,38
06/07/2017;05:00;0,69;0,95;1,87;137;0,38
06/07/2017;04:00;0,59;0,8;1,3;137;0,36
06/07/2017;03:00;0,68;0,83;1,34;152;0,39
06/07/2017;02:00;0,73;0,88;1,62;123;0,36
06/07/2017;01:00;0,68;0,69;1,44;108;0,47
05/07/2017;24:00;0,63;0,49;0,93;99;0,41
05/07/2017;23:00;0,78;0,49;0,87;98;0,4
05/07/2017;22:00;0,63;0,59;1,01;165;0,25
05/07/2017;21:00;1,2;0,64;1,28;290;0,53
05/07/2017;20:00;0,77;0,62;1,13;281;0,7
05/07/2017;19:00;1,16;0,48;0,69;289;1,1
05/07/2017;18:00;0,91;0,4;0,41;329;3,07
05/07/2017;17:00;0,67;0,41;0,24;333;3,54
05/07/2017;16:00;0,74;0,44;0,32;333;3,14
05/07/2017;15:00;1,18;0,66;0,49;331;3,27
05/07/2017;14:00;1,18;0,78;0,56;326;3,51
05/07/2017;13:00;1,2;0,77;0,64;326;3,58
05/07/2017;12:00;1,22;0,76;0,63;326;3,31
05/07/2017;11:00;1,35;1,01;0,75;327;2,78
05/07/2017;10:00;1,8;1,45;0,98;326;2,47
05/07/2017;09:00;3,11;2,96;2;324;3,27
05/07/2017;08:00;1,92;2,43;1,74;326;1,68
05/07/2017;07:00;1,57;1,4;1,65;346;0,61
05/07/2017;06:00;1,05;0,76;0,71;325;0,57
05/07/2017;05:00;0,36;0,59;0,39;155;1,19
05/07/2017;04:00;0,98;0,77;0,73;173;2,67
05/07/2017;03:00;0,31;0,47;0,3;219;1,24
05/07/2017;02:00;0,31;0,69;0,42;172;4,17
05/07/2017;01:00;0,48;2,06;1,39;166;5,85
04/07/2017;24:00;2,22;4,52;4,83;164;4,77
04/07/2017;23:00;1,69;3,7;3,84;98;0,32
04/07/2017;22:00;1,42;2,76;2,81;129;0,42
04/07/2017;21:00;2,64;2,76;2,56;178;0,24
04/07/2017;20:00;3,1;3,79;3,12;316;0,34
04/07/2017;19:00;3,03;3,5;2,67;314;0,35
04/07/2017;18:00;2,52;3,05;1,98;334;0,43
04/07/2017;17:00;2,5;2,98;1,95;333;0,88
04/07/2017;16:00;2,56;3;2,06;329;1,82
04/07/2017;15:00;2,51;3,44;2,42;330;1,39
04/07/2017;14:00;2,77;4,32;3,31;330;1,61
04/07/2017;13:00;1,48;4,71;4,73;330;1,96
04/07/2017;12:00;0,75;4,87;4,71;86;0,94
04/07/2017;11:00;0,74;4,11;5,53;84;0,88
04/07/2017;10:00;0,97;4,17;5,09;98;0,91
04/07/2017;09:00;0,96;3,89;6,99;86;0,72
04/07/2017;08:00;0,85;2,7;5,73;95;0,67
04/07/2017;07:00;0,81;2,18;4,88;94;0,55
04/07/2017;06:00;0,74;2,19;4,04;101;0,52
04/07/2017;05:00;0,73;1,88;3,75;124;0,44
04/07/2017;04:00;0,62;1,73;2,94;143;0,4
04/07/2017;03:00;1,09;2,03;3,48;145;0,45
04/07/2017;02:00;0,55;1,44;2,52;96;0,28
04/07/2017;01:00;0,52;1,49;2,27;139;0,45
03/07/2017;24:00;0,43;1,16;1,86;155;0,44
03/07/2017;23:00;0,53;1,03;1,65;140;0,42
03/07/2017;22:00;0,43;0,71;1,05;115;0,41
03/07/2017;21:00;0,55;0,91;0,99;100;0,36
03/07/2017;20:00;0,43;0,76;0,78;250;0,32
03/07/2017;19:00;0,41;0,71;0,76;267;0,76
03/07/2017;18:00;0,6;0,54;0,54;271;1,12
03/07/2017;17:00;0,6;0,46;0,48;316;1,03
03/07/2017;16:00;0,41;0,47;0,5;344;1,44
03/07/2017;15:00;0,51;0,6;0,64;346;1,74
03/07/2017;14:00;0,48;0,84;1,91;343;2,07
03/07/2017;13:00;0,48;1,35;4,46;17;0,85
03/07/2017;12:00;0,44;1,73;9,24;76;1,72
03/07/2017;11:00;0,36;1,22;3,27;73;2,27
03/07/2017;10:00;0,52;1,4;3,3;90;1,93
03/07/2017;09:00;0,55;1,43;3,91;91;2,23
03/07/2017;08:00;0,64;1,58;4,26;94;1,44
03/07/2017;07:00;0,64;1,52;4,64;98;0,4
03/07/2017;06:00;0,59;1,19;3,54;94;0,4
03/07/2017;05:00;0,54;1,08;4,08;113;0,41
03/07/2017;04:00;0,49;1,06;3,31;116;0,4
03/07/2017;03:00;0,62;1,4;3,45;111;0,39
03/07/2017;02:00;0,65;1,29;2,53;115;0,41
03/07/2017;01:00;0,5;1,07;1,84;122;0,39
02/07/2017;24:00;0,45;0,71;1,3;141;0,4
02/07/2017;23:00;0,42;0,47;0,7;137;0,4
02/07/2017;22:00;0,41;0,44;0,58;137;0,4
02/07/2017;21:00;0,47;0,58;0,78;148;0,41
02/07/2017;20:00;0,36;0,4;0,46;292;0,14
02/07/2017;19:00;0,55;0,51;0,6;16;0,61
02/07/2017;18:00;0,77;0,71;0,63;22;1
02/07/2017;17:00;1,03;0,96;1,09;336;1,65
02/07/2017;16:00;0,94;0,5;0,5;326;2,88
02/07/2017;15:00;1,05;0,54;0,49;325;3,3
02/07/2017;14:00;0,9;0,62;0,5;327;2,58
02/07/2017;13:00;0,83;0,42;0,34;327;3,12
02/07/2017;12:00;0,86;0,5;0,52;334;2,93
02/07/2017;11:00;0,5;0,43;0,48;335;2,24
02/07/2017;10:00;0,32;0,38;0,38;298;0,5
02/07/2017;09:00;0,38;0,55;0,77;202;0,36
02/07/2017;08:00;0,69;1,74;2,48;170;0,09
02/07/2017;07:00;0,67;0,66;1,26;181;0,31
02/07/2017;06:00;0,26;0,34;0,36;209;0,21
02/07/2017;05:00;0,31;0,29;0,4;219;0,32
02/07/2017;04:00;0,3;0,35;0,48;215;0,42
02/07/2017;03:00;0,27;0,03;0,18;201;0,37
02/07/2017;02:00;0,31;0,08;0,21;238;0,48
02/07/2017;01:00;0,38;0,09;0,24;234;0,46
01/07/2017;24:00;0,5;0,22;0,26;237;0,59
01/07/2017;23:00;0,25;0,23;0,24;240;0,46
01/07/2017;22:00;0,3;0,38;0,33;234;0,82
01/07/2017;21:00;0,36;0,6;0,63;235;0,97
01/07/2017;20:00;0,74;1,51;1,49;278;1,19
01/07/2017;19:00;1,13;1,98;1,7;307;2,06
01/07/2017;18:00;1,19;1,61;1,32;321;3,15
01/07/2017;17:00;1,07;1,9;1,66;326;3,6
01/07/2017;16:00;1,33;2,1;2,22;321;3,61
01/07/2017;15:00;1,13;1,86;1,61;313;3,05
01/07/2017;14:00;1,05;1,14;1,26;316;3,02
01/07/2017;13:00;0,36;0,26;0,34;299;2,16
01/07/2017;12:00;0,65;0,59;0,96;275;2,44
01/07/2017;11:00;0,5;0,39;0,59;279;1,57
01/07/2017;10:00;0,44;0,29;0,43;264;2,49
01/07/2017;09:00;0,46;0,03;0,31;275;2,22
01/07/2017;08:00;0,41;0,05;0,33;277;2,39
01/07/2017;07:00;0,43;0,07;0,39;275;2,61
01/07/2017;06:00;0,26;0,03;0,29;273;2,31
01/07/2017;05:00;0,25;0,08;0,53;264;2,81
01/07/2017;04:00;0,33;0,29;1,42;266;2,66
01/07/2017;03:00;0,35;0,33;2,51;265;1,96
01/07/2017;02:00;0,32;0,32;1,24;276;2,05
01/07/2017;01:00;0,29;0,06;0,33;268;2,47
30/06/2017;24:00;0,48;0,38;0,58;263;2,8
30/06/2017;23:00;0,34;0,17;0,3;268;2,37
30/06/2017;22:00;0,31;0,23;0,31;261;2,13
30/06/2017;21:00;0,34;0,14;0,26;271;2,5
30/06/2017;20:00;0,31;0,19;0,24;265;2,3
30/06/2017;19:00;0,43;0,47;0,52;276;2,78
30/06/2017;18:00;0,54;0,41;0,54;284;2,95
30/06/2017;17:00;0,43;0,31;0,35;275;3,08
30/06/2017;16:00;0,34;0,37;0,35;276;3,3
30/06/2017;15:00;0,45;0,31;0,64;278;3,18
30/06/2017;14:00;0,31;0,35;0,44;280;2,96
30/06/2017;13:00;0,4;0,3;0,4;275;3,07
30/06/2017;12:00;0,33;0,36;0,41;270;2,68
30/06/2017;11:00;0,33;0,31;0,43;270;2,3
30/06/2017;10:00;0,31;0,42;0,29;265;2,38
30/06/2017;09:00;0,3;0,4;0,26;242;1,8
30/06/2017;08:00;0,31;0,38;0,35;240;2,11
30/06/2017;07:00;0,26;0,11;0,3;243;2,34
30/06/2017;06:00;0,25;0,03;0,21;240;2
30/06/2017;05:00;0,25;0,03;0,29;247;1,86
30/06/2017;04:00;0,25;0,07;0,26;252;2,11
30/06/2017;03:00;0,25;0,31;0,42;247;1,24
30/06/2017;02:00;0,25;0,2;0,57;262;2,07
30/06/2017;01:00;0,25;0,22;0,35;258;2,05
29/06/2017;24:00;0,25;0,31;0,37;259;2,6
29/06/2017;23:00;0,26;0,4;0,42;260;1,52
29/06/2017;22:00;0,36;0,45;0,83;268;2,01
29/06/2017;21:00;0,52;0,8;1,61;272;2,18
29/06/2017;20:00;0,49;0,54;1,46;280;2,12
29/06/2017;19:00;0,58;0,67;1,99;285;2,28
29/06/2017;18:00;0,58;1,07;5,11;279;2,62
29/06/2017;17:00;0,62;1,25;8,16;287;2,68
29/06/2017;16:00;0,56;0,88;1,91;292;2,72
29/06/2017;15:00;0,55;0,96;1,48;289;2,58
29/06/2017;14:00;0,46;0,64;0,85;292;2,78
29/06/2017;13:00;0,72;1,3;1,9;279;3,12
29/06/2017;12:00;0,48;0,64;0,92;294;2,26
29/06/2017;11:00;0,4;0,51;0,87;285;2,05
29/06/2017;10:00;0,41;0,4;0,76;271;2,17
29/06/2017;09:00;0,36;0,42;0,72;277;2,14
29/06/2017;08:00;0,28;0,13;0,42;274;2,29
29/06/2017;07:00;0,27;0,12;0,24;266;2,57
29/06/2017;06:00;0,25;0,05;0,18;270;2,72
29/06/2017;05:00;0,28;0,18;0,24;270;2,5
29/06/2017;04:00;0,25;0,08;0,18;264;2,17
29/06/2017;03:00;0,25;0,15;0,18;263;1,95
29/06/2017;02:00;0,26;0,29;0,29;266;2,44
29/06/2017;01:00;0,3;0,44;0,53;269;2,91
28/06/2017;24:00;0,34;0,47;0,47;275;3,2
28/06/2017;23:00;0,44;0,68;1,05;273;2,36
28/06/2017;22:00;0,47;0,39;0,61;278;3,31
28/06/2017;21:00;0,47;0,55;0,77;278;3,73
28/06/2017;20:00;0,7;0,68;1,44;280;4,45
28/06/2017;19:00;0,63;0,53;1,08;284;4,49
28/06/2017;18:00;0,64;0,74;1,24;282;3,93
28/06/2017;17:00;0,66;0,87;1,65;282;4,26
28/06/2017;16:00;1,02;1,48;2,08;281;4,24
28/06/2017;15:00;1,21;1,24;1,29;304;2,73
28/06/2017;14:00;1,17;0,71;0,57;329;3,41
28/06/2017;13:00;1,39;1,17;0,75;329;2,41
28/06/2017;12:00;0,92;1,19;0,97;331;2,2
28/06/2017;11:00;1,75;2,41;3,22;335;1,85
28/06/2017;10:00;0,49;0,61;0,83;318;2,5
28/06/2017;09:00;0,27;0,38;0,37;201;2,26
28/06/2017;08:00;0,31;0,56;0,72;187;4,01
28/06/2017;07:00;0,59;0,95;1,95;185;3,12
28/06/2017;06:00;0,41;0,53;0,89;269;0,13
28/06/2017;05:00;0,36;0,53;0,89;170;0,41
28/06/2017;04:00;0,39;0,62;1,3;114;0,15
28/06/2017;03:00;0,42;0,51;0,91;136;0,36
28/06/2017;02:00;0,41;0,38;0,76;167;0,38
28/06/2017;01:00;0,41;0,44;1,05;194;0,23
27/06/2017;24:00;0,67;0,68;1,7;256;0,62
27/06/2017;23:00;0,8;0,71;2,52;176;0,28
27/06/2017;22:00;0,89;0,92;6,25;177;0,17
27/06/2017;21:00;1,01;0,93;4,71;267;0,55
27/06/2017;20:00;1,2;1,13;5,01;285;0,22
27/06/2017;19:00;1,21;1,2;9,42;254;0,15
27/06/2017;18:00;1,18;1,26;1,57;295;0,25
27/06/2017;17:00;0,83;1,12;1,38;303;1,37
27/06/2017;16:00;0,52;0,99;0,87;275;0,91
27/06/2017;15:00;1,03;2,29;2,55;285;0,46
27/06/2017;14:00;1,06;2,98;3,6;285;1,25
27/06/2017;13:00;1,63;2,15;2,77;280;0,93
27/06/2017;12:00;1,9;1,99;2,17;327;2,68
27/06/2017;11:00;3,25;3,15;3,96;329;2,94
27/06/2017;10:00;0,95;1,35;2,87;330;0,9
27/06/2017;09:00;1,13;2,2;3,23;259;0,15
27/06/2017;08:00;1,31;2,09;2,83;141;0,19
27/06/2017;07:00;1,45;2,05;2,86;141;0,32
27/06/2017;06:00;1,26;1,75;2,54;157;0,39
27/06/2017;05:00;1,03;1,15;1,45;104;0,38
27/06/2017;04:00;1,21;1,17;1,4;117;0,4
27/06/2017;03:00;1,01;1,09;1,52;117;0,37
27/06/2017;02:00;0,66;0,98;1,3;125;0,31
27/06/2017;01:00;0,69;1,33;2,11;150;0,41
26/06/2017;24:00;0,64;1,07;1,85;70;0,23
26/06/2017;23:00;0,65;0,97;1,6;132;0,44
26/06/2017;22:00;0,71;0,89;0,94;117;0,43
26/06/2017;21:00;0,91;0,88;0,92;121;0,3
26/06/2017;20:00;1,5;1,07;1,27;276;0,54
26/06/2017;19:00;1,35;0,93;1,1;304;0,74
26/06/2017;18:00;0,68;0,74;1,15;316;1,7
26/06/2017;17:00;0,77;0,92;1,2;282;1,76
26/06/2017;16:00;0,52;0,81;0,93;288;1,95
26/06/2017;15:00;0,58;0,81;1,26;283;1,01
26/06/2017;14:00;0,94;0,75;0,81;293;1,04
26/06/2017;13:00;0,84;0,79;0,7;332;1,68
26/06/2017;12:00;1,4;0,94;0,92;331;1,96
26/06/2017;11:00;1,82;1,45;1,33;330;2,93
26/06/2017;10:00;2,69;2,54;2,17;327;2,09
26/06/2017;09:00;1,6;1,38;1,73;323;1,52
26/06/2017;08:00;0,43;0,97;1,86;298;0,78
26/06/2017;07:00;0,74;1,69;3;222;0,07
26/06/2017;06:00;0,64;1,34;2,63;128;0,22
26/06/2017;05:00;0,59;1,32;2,36;128;0,42
26/06/2017;04:00;0,57;0,98;1,86;104;0,14
26/06/2017;03:00;0,54;1,04;1,66;127;0,38
26/06/2017;02:00;0,53;1,05;1,99;151;0,36
26/06/2017;01:00;0,49;0,95;2,33;139;0,34
25/06/2017;24:00;0,51;0,8;1,6;120;0,36
25/06/2017;23:00;0,57;0,73;1,31;134;0,44
25/06/2017;22:00;0,45;0,49;1,25;161;0,33
25/06/2017;21:00;0,47;0,58;1,07;92;0,41
